property,sentence
0,Simpler implementations can ignore the virtual address in rs1 and the ASID value in rs2 and always perform a global fence.
1,"When Sv32 is written to the MODE field in the satp register (see Section 4.1.12), the supervisor operates in a 32-bit paged virtual-memory system."
1,Sv32 is supported on RV32 systems and is designed to include mechanisms sufficient for supporting modern Unix-based operating systems.
0,The initial RISC-V paged virtual-memory architectures have been designed as straightforward implementations to support existing operating systems.
0,We have architected page table layouts to support a hardware page-table walker.
0,"Software TLB refills are a performance bottleneck on high-performance systems, and are especially troublesome with decoupled specialized coprocessors."
0,An implementation can choose to implement software TLB refills using a machine-mode trap handler as an extension to M-mode.
0,"Sv32 implementations support a 32-bit virtual address space, divided into 4 KiB pages."
0,"An Sv32 virtual address is partitioned into a virtual page number (VPN) and page offset, as shown in"
1,"When Sv32 virtual memory mode is selected in the MODE field of the satp register, supervisor virtual addresses are translated into supervisor physical addresses via a two-level page table."
0,"The 20-bit VPN is translated into a 22-bit physical page number (PPN), while the 12bit page offset is untranslated."
0,"The resulting supervisor-level physical addresses are then checked using any physical memory protection structures (Sections 3.6), before being directly converted to machine-level physical addresses."
0,"Sv32 page tables consist of 210 page-table entries (PTEs), each of four bytes."
0,A page table is exactly the size of a page and must always be aligned to a page boundary.
0,The physical page number of the root page table is stored in the satp register.
0,The PTE format for Sv32 is shown in Figures 4.15.
1,"The V bit indicates whether the PTE is valid; if it is 0, bits 31-1 of the PTE are don't-cares and may be used freely by software."
0,"The permission bits, R, W, and X, indicate whether the page is readable, writable, and executable, respectively."
1,"When all three are zero, the PTE is a pointer to the next level of the page table; otherwise, it is a leaf PTE."
0,Writable pages must also be marked readable; the contrary combinations are reserved for future use.
0,Table 4.4 summarizes the encoding of the permission bits.
0,The U bit indicates whether the page is accessible to user mode.
0,U-mode software may only access the page when U=1.
1,"If the SUM bit in the sstatus register is set, supervisor mode software may also access pages with U=1."
0,"However, supervisor code normally operates with the SUM bit clear, in which case, supervisor code will fault on accesses to user-mode pages."
0,An alternative PTE format would support different permissions for supervisor and user.
0,We omitted this feature because it would be largely redundant with the SUM mechanism (see Section 4.1.3) and would require more encoding space in the PTE.
0,The G bit designates a global mapping.
0,Global mappings are those that exist in all address spaces.
0,"For non-leaf PTEs, the global setting implies that all mappings in the subsequent levels of the page table are global."
0,"Note that failing to mark a global mapping as global merely reduces performance, whereas marking a non-global mapping as global is an error."
0,"Additionally, they need not be flushed from local address-translation caches when an The RSW field is reserved for use by supervisor software; the implementation shall ignore this field."
0,Each leaf PTE contains an accessed (A) and dirty (D) bit.
0,"The A bit indicates the virtual page has been read, written, or fetched from since the last time the A bit was cleared."
0,The D bit indicates the virtual page has been written since the last time the D bit was cleared.
0," When a virtual page is accessed and the A bit is clear, or is written and the D bit is clear, the implementation sets the corresponding bit in the PTE."
0,"The PTE update must be atomic with respect to other accesses to the PTE, and must atomically check that the PTE is valid and grants sufficient permissions."
